"ID","DocType","Field Type","Is System Generated","Module (for export)","Label","Placeholder","Fieldname","Insert After","Length","Link Filters","Precision","Hide Seconds","Hide Days","Options","Sort Options","Fetch From","Fetch on Save if Empty","Collapsible","Collapsible Depends On","Default Value","Depends On","Mandatory Depends On","Read Only Depends On","Non Negative","Is Mandatory Field","Unique","Is Virtual","Read Only","Ignore User Permissions","Hidden","Print Hide","Print Hide If No Value","Print Width","No Copy","Allow on Submit","In List View","In Standard Filter","In Global Search","In Preview","Bold","Report Hide","Index","Allow in Quick Entry","Ignore XSS Filter","Translatable","Hide Border","Show Dashboard","Field Description","Permission Level","Width","Columns"
"POS Invoice-company_gstin","POS Invoice","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",15,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"POS Invoice-place_of_supply","POS Invoice","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","gst_category",50,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"POS Invoice-gst_category","POS Invoice","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"POS Invoice-billing_address_gstin","POS Invoice","Data",1,"GST India","Billing Address GSTIN","","billing_address_gstin","address_display",15,"","",0,0,"",0,"customer_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_breakup_table","Sales Invoice","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-section_gst_breakup","Sales Invoice","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-company_gstin","Sales Invoice","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",15,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-place_of_supply","Sales Invoice","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","gst_category",50,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_category","Sales Invoice","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-billing_address_gstin","Sales Invoice","Data",1,"GST India","Billing Address GSTIN","","billing_address_gstin","address_display",15,"","",0,0,"",0,"customer_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-gst_breakup_table","Delivery Note","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-section_gst_breakup","Delivery Note","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-company_gstin","Delivery Note","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",15,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-place_of_supply","Delivery Note","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","gst_category",50,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-gst_category","Delivery Note","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-billing_address_gstin","Delivery Note","Data",1,"GST India","Billing Address GSTIN","","billing_address_gstin","address_display",15,"","",0,0,"",0,"customer_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-gst_breakup_table","Sales Order","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-section_gst_breakup","Sales Order","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-company_gstin","Sales Order","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",15,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-place_of_supply","Sales Order","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","gst_category",50,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-gst_category","Sales Order","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-billing_address_gstin","Sales Order","Data",1,"GST India","Billing Address GSTIN","","billing_address_gstin","address_display",15,"","",0,0,"",0,"customer_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-gst_breakup_table","Quotation","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-section_gst_breakup","Quotation","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-company_gstin","Quotation","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",15,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-place_of_supply","Quotation","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","gst_category",50,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-gst_category","Quotation","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-billing_address_gstin","Quotation","Data",1,"GST India","Billing Address GSTIN","","billing_address_gstin","address_display",15,"","",0,0,"",0,"customer_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_col_break","Sales Invoice","Column Break",1,"GST India","","","gst_col_break","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-ecommerce_supply_type","Sales Invoice","Data",1,"GST India","E-commerce Supply Type","","ecommerce_supply_type","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators && doc.ecommerce_gstin","","",0,0,0,1,1,0,0,1,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-ecommerce_gstin","Sales Invoice","Data",1,"GST India","E-commerce GSTIN","","ecommerce_gstin","gst_section",15,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_section","Sales Invoice","Section Break",1,"GST India","GST Details","","gst_section","gst_vehicle_type",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-gst_col_break","Delivery Note","Column Break",1,"GST India","","","gst_col_break","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-ecommerce_supply_type","Delivery Note","Data",1,"GST India","E-commerce Supply Type","","ecommerce_supply_type","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators && doc.ecommerce_gstin","","",0,0,0,1,1,0,0,1,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-ecommerce_gstin","Delivery Note","Data",1,"GST India","E-commerce GSTIN","","ecommerce_gstin","gst_section",15,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-gst_section","Delivery Note","Section Break",1,"GST India","GST Details","","gst_section","gst_vehicle_type",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-gst_col_break","Sales Order","Column Break",1,"GST India","","","gst_col_break","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-ecommerce_supply_type","Sales Order","Data",1,"GST India","E-commerce Supply Type","","ecommerce_supply_type","ecommerce_gstin",0,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators && doc.ecommerce_gstin","","",0,0,0,1,1,0,0,1,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-ecommerce_gstin","Sales Order","Data",1,"GST India","E-commerce GSTIN","","ecommerce_gstin","gst_section",15,"","",0,0,"",0,"",0,0,"","","eval:gst_settings.enable_sales_through_ecommerce_operators","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-gst_section","Sales Order","Section Break",1,"GST India","GST Details","","gst_section","gst_vehicle_type",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-is_export_with_gst","Sales Invoice","Check",1,"GST India","Is Export With Payment of GST","","is_export_with_gst","is_reverse_charge",0,"","",0,0,"",0,"",0,0,"","0","eval:doc.gst_category == ""SEZ"" || (doc.gst_category == ""Overseas"" && doc.place_of_supply == ""96-Other Countries"")","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-is_export_with_gst","Delivery Note","Check",1,"GST India","Is Export With Payment of GST","","is_export_with_gst","is_reverse_charge",0,"","",0,0,"",0,"",0,0,"","0","eval:doc.gst_category == ""SEZ"" || (doc.gst_category == ""Overseas"" && doc.place_of_supply == ""96-Other Countries"")","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-is_export_with_gst","Sales Order","Check",1,"GST India","Is Export With Payment of GST","","is_export_with_gst","is_reverse_charge",0,"","",0,0,"",0,"",0,0,"","0","eval:doc.gst_category == ""SEZ"" || (doc.gst_category == ""Overseas"" && doc.place_of_supply == ""96-Other Countries"")","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-is_export_with_gst","Quotation","Check",1,"GST India","Is Export With Payment of GST","","is_export_with_gst","is_reverse_charge",0,"","",0,0,"",0,"",0,0,"","0","eval:doc.gst_category == ""SEZ"" || (doc.gst_category == ""Overseas"" && doc.place_of_supply == ""96-Other Countries"")","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-gst_breakup_table","Supplier Quotation","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-section_gst_breakup","Supplier Quotation","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-is_reverse_charge","Supplier Quotation","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","apply_tds",0,"","",0,0,"",0,"",0,0,"","0","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-place_of_supply","Supplier Quotation","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","company_gstin",0,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-company_gstin","Supplier Quotation","Data",1,"GST India","Company GSTIN","","company_gstin","billing_address_display",0,"","",0,0,"",0,"billing_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-gst_category","Supplier Quotation","Data",1,"GST India","GST Category","","gst_category","supplier_gstin",0,"","",0,0,"",0,"supplier_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation-supplier_gstin","Supplier Quotation","Data",1,"GST India","Supplier GSTIN","","supplier_gstin","address_display",0,"","",0,0,"",0,"supplier_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-gst_breakup_table","Purchase Invoice","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-section_gst_breakup","Purchase Invoice","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-is_reverse_charge","Purchase Invoice","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","apply_tds",0,"","",0,0,"",0,"",0,0,"","0","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-place_of_supply","Purchase Invoice","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","company_gstin",0,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-company_gstin","Purchase Invoice","Data",1,"GST India","Company GSTIN","","company_gstin","billing_address_display",0,"","",0,0,"",0,"billing_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-gst_category","Purchase Invoice","Data",1,"GST India","GST Category","","gst_category","supplier_gstin",0,"","",0,0,"",0,"supplier_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-supplier_gstin","Purchase Invoice","Data",1,"GST India","Supplier GSTIN","","supplier_gstin","address_display",0,"","",0,0,"",0,"supplier_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-gst_breakup_table","Purchase Receipt","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-section_gst_breakup","Purchase Receipt","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-is_reverse_charge","Purchase Receipt","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","apply_tds",0,"","",0,0,"",0,"",0,0,"","0","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-place_of_supply","Purchase Receipt","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","company_gstin",0,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-company_gstin","Purchase Receipt","Data",1,"GST India","Company GSTIN","","company_gstin","billing_address_display",0,"","",0,0,"",0,"billing_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-gst_category","Purchase Receipt","Data",1,"GST India","GST Category","","gst_category","supplier_gstin",0,"","",0,0,"",0,"supplier_address.gst_category",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-supplier_gstin","Purchase Receipt","Data",1,"GST India","Supplier GSTIN","","supplier_gstin","address_display",0,"","",0,0,"",0,"supplier_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order-gst_breakup_table","Purchase Order","Text Editor",1,"GST India","GST Breakup Table","","gst_breakup_table","section_gst_breakup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order-section_gst_breakup","Purchase Order","Section Break",1,"GST India","GST Breakup","","section_gst_breakup","other_charges_calculation",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order-is_reverse_charge","Purchase Order","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","apply_tds",0,"","",0,0,"",0,"",0,0,"","0","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order-place_of_supply","Purchase Order","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","company_gstin",0,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order-company_gstin","Purchase Order","Data",1,"GST India","Company GSTIN","","company_gstin","billing_address_display",0,"","",0,0,"",0,"billing_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
